Date,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES,AET,AMG,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,AGN,ADS,LNT,ALL,GOOGL,GOOG,MO,AMZN
2014-12-05,162.27,45.3,69.71,36.6,86.19,21.79,72.4,2.66,154.18,13.68,90.62,206.0,29.755,42.3,135.6525,64.01,57.26,62.38,88.13,198.61,56.79,55.55,266.06,278.24,31.875,68.68,528.1,523.8221,51.07,312.63
2014-12-08,160.93,45.71,69.42,36.51,84.97,20.92,72.05,2.58,153.68,13.6,90.12,206.29,29.99,41.51,134.5985,62.59,57.44,61.83,89.7,197.13,56.84,54.91,265.57,278.32,32.24,69.14,530.7,525.5374,50.93,306.64
2014-12-09,160.83,45.44,69.14,37.8,85.18,20.97,71.565,2.59,158.25,13.86,89.56,206.09,29.895,41.4,133.8405,62.4,56.4,62.34,90.19,199.775,57.63,55.0,263.73,277.09,32.315,68.83,536.1,531.9099,50.7,312.5
2014-12-10,158.24,44.37,67.58,36.78,83.73,20.49,69.85,2.48,157.24,13.36,87.67,201.98,29.72,40.34,131.2888,61.09,55.19,59.0,88.97,191.44,56.57,54.15,258.81,277.29,31.88,68.55,528.0,524.6199,49.99,305.84
2014-12-11,159.15,44.46,67.03,36.91,83.88,20.34,69.74,2.49,159.16,13.21,88.12,203.82,29.785,40.62,132.4537,61.98,55.97,57.87,89.15,191.62,56.46,54.19,263.0,278.01,32.155,69.06,532.1,526.8937,50.21,307.36
2014-12-12,157.12,43.69,65.27,36.34,81.9,19.9,76.02,2.52,160.25,13.29,87.3,194.8,29.14,39.72,127.637,60.8,55.81,55.6,87.94,186.9,55.73,53.81,259.0,274.32,31.7,67.42,521.5,517.2402,49.65,307.32
2014-12-15,156.85,43.46,65.62,36.25,81.88,20.02,73.04,2.47,161.01,13.01,86.67,193.26,28.765,38.68,126.9529,60.51,57.65,54.76,86.76,183.21,55.41,53.7,263.0,282.49,31.33,67.37,515.8,512.3935,49.51,306.07
2014-12-16,159.05,43.4,65.25,35.85,82.87,19.38,72.32,2.5,157.01,12.79,85.64,189.53,28.905,38.47,126.4906,59.92,55.68,54.97,87.27,177.73,55.08,53.43,256.52,278.58,31.38,67.21,498.2,494.0339,49.33,295.06
2014-12-17,160.6,44.26,66.57,36.92,85.3,19.67,73.995,2.55,159.55,13.13,87.18,202.54,29.535,39.76,130.3181,61.48,56.03,57.2,88.42,182.08,55.45,54.11,260.9,282.88,32.08,68.22,506.5,503.5079,49.94,298.88
2014-12-18,165.3,45.77,67.92,37.06,89.74,20.04,74.89,2.55,160.74,13.21,90.13,212.13,30.16,40.7,133.5446,62.5,56.34,58.84,88.86,188.96,56.1,54.95,263.75,290.18,32.725,69.79,514.6,509.7009,51.27,297.73
2014-12-19,165.48,46.05,67.71,36.71,90.51,20.25,74.45,2.57,159.85,13.5,90.84,211.16,30.59,41.38,135.9391,63.2,56.16,58.69,88.45,189.53,56.83,54.99,265.39,289.5,32.735,69.89,520.0,514.9365,50.56,299.9
2014-12-22,167.27,46.37,66.97,38.4,91.18,20.3,74.5,2.66,159.44,13.66,90.41,213.76,30.83,41.88,136.6694,64.06,56.73,60.0,89.9,188.15,56.88,55.61,261.66,289.45,33.05,70.44,532.3,523.4332,50.2,306.54
2014-12-23,166.87,45.72,64.35,38.33,91.42,20.23,74.38,2.67,161.19,13.65,89.45,214.07,30.97,41.37,137.3628,64.59,56.75,60.82,89.46,178.87,56.84,55.68,255.88,289.73,33.155,70.75,538.8,529.1375,50.53,306.285
2014-12-24,166.96,45.7,66.21,38.46,91.32,20.35,74.74,2.65,160.23,13.81,89.59,213.8,30.97,41.13,137.3628,64.34,58.72,60.48,89.23,181.96,57.01,55.73,254.2,290.2,33.705,70.69,536.9,527.3225,50.36,303.03
2014-12-25,166.96,45.7,66.21,38.46,91.32,20.35,74.74,2.65,160.23,13.81,89.59,213.8,30.97,41.13,137.3628,64.34,58.72,60.48,89.23,181.96,57.01,55.73,254.2,290.2,33.705,70.69,536.9,527.3225,50.36,303.03
2014-12-26,166.26,45.85,66.98,38.64,91.26,20.42,74.67,2.65,160.0,14.22,89.84,213.76,30.97,41.38,137.862,64.79,59.02,60.89,89.78,187.485,56.66,55.65,257.09,291.12,34.075,70.93,541.5,532.5681,50.6,309.09
2014-12-29,166.71,45.6,67.14,38.48,90.52,20.36,74.13,2.66,161.22,14.37,89.75,214.19,31.0,41.33,137.1409,63.79,59.73,60.94,89.78,188.71,56.33,55.91,260.22,291.35,34.66,71.0,537.3,528.8782,50.23,312.04
2014-12-30,165.84,45.69,66.3,38.36,90.19,20.24,73.085,2.63,160.03,14.02,90.14,213.33,30.99,41.37,135.3844,64.07,59.77,60.8,89.71,184.94,56.36,55.66,259.57,286.88,33.855,70.94,535.3,528.9680000000001,49.83,310.3
2014-12-31,164.32,45.02,65.44,38.06,89.31,20.15,72.7,2.67,159.28,13.77,88.83,212.24,30.545,40.94,133.3412,62.96,59.76,60.13,88.74,185.03,55.91,55.46,257.41,286.05,33.21,70.25,530.7,524.9590000000001,49.27,310.35
2015-01-01,164.32,45.02,65.44,38.06,89.31,20.15,72.7,2.67,159.28,13.77,88.83,212.24,30.545,40.94,133.3412,62.96,59.76,60.13,88.74,185.03,55.91,55.46,257.41,286.05,33.21,70.25,530.7,524.9590000000001,49.27,310.35
2015-01-02,164.06,44.9,65.89,37.31,88.84,20.13,72.34,2.69,158.56,13.7,88.8,210.43,30.54,40.56,134.4506,63.25,60.33,60.31,89.79,186.6,56.2,55.05,259.13,285.37,33.25,70.12,529.6,523.3733,48.97,308.52
2015-01-05,160.36,44.91,64.65,37.07,87.34,19.85,71.98,2.66,156.47,13.31,87.6,202.8,29.74,39.8,130.1517,61.94,59.47,58.31,90.87,182.17,56.99,54.94,256.69,281.4,32.845,68.73,519.5,512.4633,48.69,302.19
2015-01-06,158.65,44.4,64.33,36.13,86.71,19.48,70.53,2.63,156.36,13.01,87.73,198.43,29.475,39.18,130.1055,60.67,58.77,57.17,91.33,177.95,57.45,54.85,255.17,277.82,32.74,68.68,506.6,500.5859,48.98,295.29
2015-01-07,159.8,44.76,66.93,37.28,88.53,19.055,71.11,2.58,159.72,13.03,89.49,203.3,29.66,39.7,131.5107,60.16,59.67,56.94,92.57,187.93,59.57,55.6,265.23,279.95,33.28,69.81,505.2,499.7282,49.88,298.42
2015-01-08,163.63,45.68,67.63,38.96,89.88,19.25,72.915,2.61,161.12,13.23,92.39,205.37,29.95,40.89,134.5523,61.57,60.7,58.73,93.63,183.8,61.44,56.35,268.96,287.93,33.805,71.15,506.9,501.3039,50.72,300.46
2015-01-09,161.62,45.2,65.78,38.41,89.78,18.9,71.84,2.63,160.3,12.9,91.04,205.34,29.315,40.59,132.5369,60.78,59.73,59.02,93.36,184.27,62.58,55.88,268.68,290.75,33.325,70.42,500.7,494.8117,50.6,296.93
2015-01-12,160.74,45.58,65.76,38.56,89.51,18.86,71.12,2.63,158.93,12.88,89.52,201.59,29.145,40.11,131.6216,60.75,60.61,59.7,93.97,183.36,63.17,54.99,272.28,291.36,33.235,69.7,497.1,491.2016,50.92,291.41
2015-01-13,160.62,44.61,63.39,38.81,89.83,18.56,70.59,2.66,153.76,13.02,90.33,201.17,29.0,39.55,130.9283,60.79,61.41,60.99,94.28,179.21,62.65,55.1,269.9,287.55,33.465,70.12,501.8,494.8217,51.32,294.74
2015-01-14,159.84,44.28,63.7,38.25,88.78,18.93,69.99,2.63,150.83,13.14,89.89,198.04,28.775,39.06,129.3659,59.71,61.54,59.52,94.84,175.4,61.06,55.33,266.42,281.37,34.08,69.43,505.9,499.4989,51.73,293.27
2015-01-15,159.66,43.95,62.89,37.11,88.17,18.55,70.29,2.52,148.02,13.1,90.5,194.37,28.68,38.01,128.9313,58.63,61.47,58.08,95.25,172.87,59.63,53.8,263.75,279.65,34.16,69.23,504.0,500.4163,52.47,286.95
2015-01-16,162.0,44.49,64.54,37.92,88.89,20.25,71.73,2.39,150.0,13.37,92.56,195.39,29.09,38.25,129.1625,59.22,62.35,58.52,96.7,180.44,56.92,53.37,268.66,289.55,34.8,70.84,510.5,506.6891,53.05,290.74
2015-01-19,162.0,44.49,64.54,37.92,88.89,20.25,71.73,2.39,150.0,13.37,92.56,195.39,29.09,38.25,129.1625,59.22,62.35,58.52,96.7,180.44,56.92,53.37,268.66,289.55,34.8,70.84,510.5,506.6891,53.05,290.74
2015-01-20,161.94,44.22,63.45,37.87,88.62,20.22,71.49,2.24,152.66,13.09,91.98,197.79,29.005,37.93,130.7064,59.65,64.6,57.8,95.53,183.06,56.24,52.79,269.01,293.28,34.785,70.36,509.9,505.5124,53.83,289.44
2015-01-21,162.54,44.06,62.7,37.81,88.34,20.1,71.54,2.45,153.35,13.2,94.74,202.43,29.05,38.16,132.2965,60.265,64.98,58.61,95.96,179.26,55.9,52.92,275.77,294.92,35.035,70.3,520.4,516.6219,54.27,297.25
2015-01-22,165.89,44.49,62.98,38.94,89.5,20.59,73.48,2.47,156.54,12.92,96.11,210.59,29.575,39.65,133.4244,60.64,67.94,59.55,98.16,180.32,58.01,54.36,278.01,294.43,35.025,71.95,537.3,532.9271,54.66,310.32
2015-01-23,164.02,43.86,62.43,39.48,89.22,20.65,74.06,2.45,155.78,12.68,94.48,206.54,29.365,38.81,132.6294,61.02,68.65,56.84,98.4,183.32,57.46,54.48,279.12,298.54,35.1,71.43,542.0,538.4719,54.19,312.39
2015-01-26,164.24,44.15,62.83,39.57,89.08,20.835,72.74,2.61,159.23,12.73,94.24,210.25,29.51,39.15,132.278,61.17,70.44,57.14,100.09,182.76,58.2,53.91,285.02,300.65,35.085,71.73,536.7,533.7449,54.44,309.66
2015-01-27,163.63,43.68,63.1,38.63,86.16,20.47,71.46,2.7,159.03,12.73,93.7,204.85,29.255,38.75,131.1409,60.29,69.7,56.37,99.29,180.36,58.75,53.8,280.2,294.75,35.01,71.44,521.2,517.2102,54.56,306.75
2015-01-28,163.94,43.41,61.85,49.94,84.36,20.67,70.25,2.63,159.3,12.32,92.69,205.61,28.68,38.0,128.3489,58.99,68.7,55.37,98.95,177.78,58.57,54.35,273.88,290.1,34.6,70.32,512.4,508.6039,54.01,303.91
2015-01-29,166.13,45.26,63.12,52.25,85.64,20.745,71.64,2.61,160.26,12.44,93.61,205.11,28.825,38.46,135.8929,59.95,71.07,47.77,99.32,188.05,58.67,54.79,273.25,292.93,35.16,71.05,513.2,509.2621,54.39,311.78
2015-01-30,162.3,44.76,60.35,51.74,84.03,20.895,70.13,2.57,159.0,12.22,91.82,205.52,28.54,37.77,134.61700000000002,58.155,67.87,48.26,97.52,183.24,53.05,54.01,266.54,288.83,34.305,69.79,537.6,533.0567,53.1,354.53
2015-02-02,164.42,45.23,60.7,51.86,85.83,21.125,71.11,2.67,155.97,12.36,92.22,207.22,29.085,38.69,136.5308,58.49,67.32,47.92,96.95,178.17,55.18,54.49,267.79,291.52,34.465,70.91,532.2,527.0333,53.8,364.47
2015-02-03,165.94,45.83,61.65,52.89,87.92,21.66,71.92,2.76,157.07,12.48,94.18,210.96,29.545,39.62,137.2056,60.115,65.18,49.38,97.02,177.51,54.68,55.05,268.35,295.28,34.555,72.03,533.3,527.7912,54.26,363.55
2015-02-04,164.81,45.17,56.91,54.15,87.34,21.52,72.28,2.85,156.47,12.52,96.05,209.52,30.34,39.11,137.2149,59.95,66.7,48.85,96.19,178.29,54.3,55.63,266.23,292.32,34.055,72.58,526.1,521.3289,54.03,364.75
2015-02-05,166.55,45.65,57.99,55.52,88.47,21.82,73.1,3.31,160.16,12.67,96.59,212.94,30.49,39.53,140.0809,60.49,66.82,49.75,96.89,178.17,55.0,57.0,274.67,279.73,34.405,72.3,529.8,526.1357,53.67,373.89
2015-02-06,166.07,45.5,56.9,57.94,88.15,22.105,72.54,3.03,162.0,12.07,94.54,214.45,30.64,39.34,138.9715,61.13,65.92,51.08,94.27,175.63,54.63,57.55,276.55,274.41,32.89,70.93,533.9,529.5464,53.33,374.28
2015-02-09,164.84,44.52,55.48,56.81,87.36,22.04,72.33,3.04,160.74,11.85,93.74,214.75,30.57,39.04,138.463,60.96,63.51,52.14,94.35,171.42,55.02,56.91,272.31,273.12,32.32,70.03,529.3,526.3851,53.16,370.56
2015-02-10,165.82,44.92,56.89,57.69,87.52,22.28,72.76,3.04,162.9,12.16,95.75,213.25,30.725,39.67,138.9437,62.21,65.37,52.17,94.77,176.39,55.74,56.88,279.14,279.44,33.04,70.05,540.2,535.4701,53.77,372.995
2015-02-11,164.48,44.93,56.69,58.9,87.96,22.66,73.01,3.07,162.39,11.93,96.46,212.98,30.915,39.33,138.6849,63.75,64.51,53.18,94.83,173.5,55.8,56.72,277.51,279.65,32.33,71.18,538.0,534.5028,54.76,375.14
2015-02-12,165.91,45.22,57.05,59.93,89.09,22.94,74.59,3.12,151.42,11.86,97.08,214.56,30.9,40.02,140.72799999999998,67.59,62.75,53.96,96.19,176.27,57.24,57.76,281.66,284.91,32.23,71.57,546.0,541.4437,55.54,377.17
2015-02-13,165.94,46.09,58.05,60.39,89.79,23.11,76.51,3.15,150.16,11.86,96.12,215.77,31.065,40.15,141.2735,68.77,62.56,54.59,94.9,182.29,56.9,58.66,285.37,286.61,31.785,71.46,551.2,547.5071,54.76,381.83
2015-02-16,165.94,46.09,58.05,60.39,89.79,23.11,76.51,3.15,150.16,11.86,96.12,215.77,31.065,40.15,141.2735,68.77,62.56,54.59,94.9,182.29,56.9,58.66,285.37,286.61,31.785,71.46,551.2,547.5071,54.76,381.83
2015-02-17,166.92,46.41,58.72,60.62,89.3,23.49,77.13,3.11,150.23,11.64,96.62,217.33,31.175,40.52,141.8744,70.36,62.23,54.79,94.66,178.97,57.63,58.56,286.9,284.23,31.71,71.27,545.0,541.354,55.14,375.43
2015-02-18,167.4,46.41,59.24,60.57,89.43,23.41,77.73,3.08,153.22,11.83,96.89,216.63,30.875,41.54,142.2534,70.29,63.83,54.86,96.28,180.29,56.54,56.0,284.0,282.87,32.52,70.71,542.7,538.2226,55.24,373.37
2015-02-19,167.09,46.61,59.0,60.52,90.27,23.315,77.73,3.055,153.27,11.85,96.64,217.57,30.89,41.15,144.2966,71.56,62.94,54.43,94.76,182.28,56.81,57.62,289.44,281.93,32.275,71.17,546.5,541.3839,55.48,378.995
2015-02-20,168.12,47.48,61.3,60.35,90.49,23.31,78.55,3.06,155.06,11.89,97.92,218.31,31.065,41.95,145.7573,71.62,64.14,55.47,96.09,186.02,56.81,58.6,295.77,282.4,32.305,71.6,541.8,537.4746,55.61,383.66
2015-02-23,168.81,47.32,60.57,61.12,90.57,23.37,78.1,3.06,157.18,11.92,100.68,215.85,30.715,41.73,144.3151,70.24,64.14,55.56,97.4,184.14,56.535,58.34,292.45,279.62,32.545,71.26,535.0,530.4539,55.51,380.14
2015-02-24,169.12,47.47,60.87,60.92,90.85,23.54,77.68,3.11,156.4,12.12,100.17,218.12,31.03,42.06,145.1286,70.12,64.43,56.08,95.7,182.29,56.56,58.4,289.11,276.19,32.755,71.67,538.7,534.6224,55.72,378.59
2015-02-25,168.89,47.4,60.62,60.17,90.6,23.455,78.07,3.1,156.25,12.0,99.52,218.43,30.975,42.2,145.1934,69.45,63.44,56.33,96.14,184.9,56.16,58.55,290.4,276.46,32.185,71.12,547.3,542.3811,55.64,385.37
2015-02-26,169.61,47.61,60.52,61.0,90.3,23.35,78.96,3.08,155.38,12.63,99.31,219.05,31.09,42.36,144.8051,69.555,63.98,56.3,95.04,183.11,56.43,58.29,289.78,279.4,31.855,71.31,559.3,553.9594,56.09,384.8
2015-02-27,168.65,47.37,60.5,60.79,90.03,23.32,79.1,3.11,154.93,12.97,99.55,216.42,31.125,42.21,144.3521,69.51,63.65,56.57,95.91,180.37,57.35,57.73,291.36,278.51,31.8,70.6,562.6,556.8714,56.29,380.16
2015-03-02,170.5,47.22,60.46,62.19,91.18,23.245,79.79,3.21,154.77,12.65,100.5,217.99,31.285,42.7,146.1918,71.13,65.44,56.68,97.41,184.62,57.76,58.82,297.31,282.29,31.205,70.98,575.0,569.7759,56.5,385.655
2015-03-03,168.27,47.09,59.62,60.15,90.84,23.1,78.99,3.14,154.47,13.0,99.79,217.04,31.14,42.26,144.2781,69.86,66.16,56.74,97.52,182.51,56.97,58.5,296.23,279.2,31.32,70.49,578.8,572.0697,56.46,384.61
2015-03-04,167.16,47.01,60.27,61.24,90.91,22.93,77.63,3.05,150.83,12.75,101.75,212.75,31.175,42.0,143.0578,71.05,65.77,55.4,97.09,182.53,57.15,58.45,296.14,278.24,31.045,69.5,578.3,571.8004,55.79,382.72
2015-03-05,167.57,47.44,56.86,61.38,92.05,23.29,78.62,2.98,152.52,12.7,102.09,215.81,31.4,42.22,143.1687,71.09,64.64,55.28,97.83,185.79,57.89,58.11,295.7,282.71,31.1,69.56,581.4,573.755,55.5,387.83
2015-03-06,164.36,46.5,55.64,60.35,90.67,23.07,77.55,2.92,149.07,12.23,100.67,214.39,31.08,41.53,141.0886,69.96,63.73,54.83,94.74,181.65,57.09,57.45,289.92,279.16,30.125,69.14,572.9,566.131,53.37,380.09
2015-03-09,166.37,46.83,55.54,59.91,90.79,23.315,77.93,2.93,148.29,12.19,101.53,214.56,31.15,41.74,142.2719,69.6,63.98,54.9,95.39,184.91,56.49,57.99,293.6,280.18,30.35,69.59,574.1,567.2928,53.83,378.56
2015-03-10,162.26,46.17,55.84,59.09,88.06,22.74,76.005,2.92,146.53,12.12,100.16,208.91,30.525,40.63,140.6171,69.2,64.17,54.34,94.14,181.28,56.86,57.61,287.6,274.32,30.335,68.39,559.9,553.4907,53.2,369.51
2015-03-11,161.73,46.3,56.62,58.7,86.86,22.81,76.01,2.84,147.33,12.05,100.04,209.26,30.745,40.85,139.8775,70.36,65.08,53.54,94.94,178.81,56.93,57.91,292.86,277.03,30.155,69.09,555.7,549.6711,52.22,366.37
2015-03-12,164.47,47.25,58.0,61.26,88.2,22.79,77.4,2.76,149.32,12.1,102.12,213.82,31.325,41.1,141.7172,71.02,67.11,53.65,97.46,178.0,56.99,58.4,298.63,283.45,30.575,70.4,561.2,553.9893,52.01,374.24
2015-03-13,162.74,46.88,58.0,60.86,87.87,22.99,77.62,2.75,149.61,11.92,104.09,210.86,31.065,40.87,140.5246,70.81,66.66,52.94,96.77,176.89,55.98,58.16,298.95,284.17,30.26,69.56,553.0,545.8217,51.39,370.58
2015-03-16,166.21,47.83,59.12,61.24,88.91,23.18,78.33,2.76,151.12,12.01,106.07,213.86,31.48,41.81,141.1071,72.08,67.57,52.79,97.43,178.5,56.34,58.74,305.0,289.32,30.895,70.49,561.6,552.992,52.09,373.35
2015-03-17,164.23,47.09,59.73,60.12,88.84,23.105,79.66,2.77,150.0,12.19,105.4,212.81,31.44,41.58,141.1163,72.06,68.8,52.49,97.69,184.12,56.19,58.34,307.51,288.91,30.845,69.98,557.6,549.3321,51.62,371.92
2015-03-18,166.47,47.39,59.89,60.44,90.93,23.58,76.89,2.75,149.03,12.64,107.48,216.42,31.81,42.12,143.0023,72.88,67.97,52.75,99.4,188.16,56.38,59.84,313.95,292.66,31.51,70.62,566.2,557.9684,51.34,375.135
2015-03-19,165.66,47.44,61.19,61.1,90.19,23.15,77.14,2.74,149.19,12.52,108.31,213.44,31.545,42.21,140.7465,72.75,68.35,51.67,99.48,189.07,58.32,60.01,314.41,292.4,31.36,70.6,563.7,556.4625,51.27,373.24
2015-03-20,166.49,47.47,60.4,60.0,91.48,23.42,77.36,2.8,151.91,12.84,108.63,219.29,31.945,42.21,141.181,72.87,68.68,52.25,102.42,187.71,57.18,61.14,317.06,294.45,31.79,71.46,565.0,558.826,51.42,378.49
2015-03-23,166.13,47.47,60.48,61.43,91.54,23.18,76.35,2.84,149.51,12.88,109.26,219.23,31.93,42.2,140.4229,73.14,67.49,51.91,101.93,185.44,56.33,60.9,314.97,294.65,31.715,71.89,565.4,557.2802,51.62,375.11
2015-03-24,166.32,47.0,59.63,72.48,89.41,23.18,75.45,2.79,151.01,12.69,108.74,217.11,31.8,41.09,140.691,72.61,66.98,52.0,101.09,183.44,55.48,60.9,309.13,294.21,31.27,71.34,577.5,568.6291,51.11,374.09
2015-03-25,162.7,46.53,58.22,70.52,88.21,22.7,73.13,2.63,148.73,12.5,107.29,213.89,31.675,40.81,139.2858,70.645,64.6,51.18,99.23,175.63,54.69,60.31,300.63,290.26,31.01,70.55,567.0,557.2553,50.15,370.96
2015-03-26,162.59,46.5,57.27,69.03,94.17,22.48,72.97,2.65,149.41,12.46,105.91,215.14,31.75,40.7,139.748,71.035,64.61,51.0,97.57,176.04,54.58,60.51,301.32,291.66,30.65,70.2,563.6,553.6502,50.0,367.35
2015-03-27,163.5,46.78,57.65,70.31,93.94,22.76,73.31,2.72,151.39,12.48,107.4,213.92,31.775,41.11,141.218,71.29,65.59,51.55,97.4,180.59,54.04,61.23,303.56,295.75,30.82,70.05,557.6,546.8389,50.34,370.56
2015-03-30,166.05,47.08,58.24,73.47,94.42,23.02,73.6,2.7,152.08,12.74,108.57,216.61,32.1,41.72,142.1887,71.9,66.2,52.43,98.89,180.26,54.595,61.91,304.76,300.0,31.29,70.95,561.1,550.5188,50.53,374.59
2015-03-31,164.95,46.33,58.54,71.58,93.69,22.725,73.94,2.68,149.69,12.85,106.53,214.78,32.005,41.55,139.859,71.045,66.18,52.84,98.04,173.3,53.785,61.17,297.62,296.25,31.5,71.17,554.7,546.4998,50.02,372.1
2015-04-01,162.52,45.89,57.1,69.92,93.56,22.43,75.07,2.69,143.75,12.83,106.87,214.49,31.785,41.39,138.7588,70.31,64.0,52.57,96.78,169.5,52.45,61.08,296.43,294.58,31.425,71.29,549.5,541.0747,50.3,370.255
2015-04-02,162.8,46.13,57.01,70.72,94.18,22.64,75.68,2.69,143.98,12.84,107.15,214.24,31.79,42.05,139.6371,70.84,63.07,52.89,96.94,169.94,52.75,61.45,298.37,293.68,31.455,71.45,541.3,534.064,51.19,372.25
2015-04-03,162.8,46.13,57.01,70.72,94.18,22.64,75.68,2.69,143.98,12.84,107.15,214.24,31.79,42.05,139.6371,70.84,63.07,52.89,96.94,169.94,52.75,61.45,298.37,293.68,31.455,71.45,541.3,534.064,51.19,372.25
2015-04-06,165.48,46.3,57.61,70.87,95.69,22.67,76.23,2.7,145.73,13.33,107.83,215.14,31.985,41.93,140.6078,70.92,62.4,55.0,97.64,170.63,53.07,61.65,297.84,296.7,31.825,72.12,544.0,535.2956,51.49,377.04
2015-04-07,166.21,46.19,58.42,69.73,96.39,22.77,75.65,2.7,146.71,13.14,106.79,214.17,31.895,42.44,139.7665,71.08,62.76,55.25,95.75,176.0,52.55,61.57,295.56,298.24,31.3,71.47,544.9,535.5499,51.7,374.41
2015-04-08,166.27,46.61,58.81,69.63,95.12,22.96,75.44,2.71,148.81,13.12,107.46,215.74,32.12,42.26,139.5724,71.79,64.81,55.88,96.11,178.24,52.72,61.69,294.78,299.0,31.26,71.58,548.8,540.1273,51.62,381.2
2015-04-09,166.79,47.0,60.32,69.8,95.47,23.0,76.33,2.72,148.05,13.05,107.72,218.7,32.265,42.49,140.5708,71.26,64.15,59.01,94.27,177.37,52.72,61.44,292.27,299.4,31.255,71.9,548.0,539.2996,51.86,383.54
2015-04-10,167.07,47.15,62.0,69.35,94.69,22.925,76.53,2.76,150.2,13.2,107.91,217.7,32.26,43.55,140.4507,71.45,63.94,58.75,95.01,182.68,54.29,61.24,294.79,300.82,31.57,72.03,548.5,538.5317,52.51,382.65
2015-04-13,165.84,46.53,61.2,67.99,93.49,22.79,76.02,2.78,149.18,12.97,107.69,219.1,32.185,43.04,139.2118,71.34,63.33,58.38,94.42,182.9,53.82,60.28,294.06,300.7,31.37,71.98,548.6,537.694,51.77,382.36
2015-04-14,165.99,46.7,61.72,67.49,93.81,22.92,75.95,2.67,149.05,13.27,107.88,219.86,32.28,43.07,140.3767,71.145,62.53,58.97,93.58,182.72,53.15,59.97,298.16,301.07,31.505,71.5,539.8,528.938,52.12,385.11
2015-04-15,166.44,46.83,62.03,67.45,94.16,22.9,76.03,2.7,149.58,13.35,106.08,219.51,32.36,43.38,140.8482,71.34,62.02,59.31,93.11,183.83,52.86,60.49,298.92,302.2,31.405,71.94,541.0,531.0722,51.61,383.45
2015-04-16,165.89,46.52,62.59,68.3,94.06,23.185,75.15,2.87,150.0,13.28,109.43,219.93,32.24,43.13,140.1456,72.49,63.5,58.74,93.16,184.28,52.77,60.16,296.45,299.93,31.185,72.04,543.5,532.3387,52.05,386.04
2015-04-17,161.71,46.25,62.29,67.29,92.39,22.805,73.15,2.575,149.8,13.16,107.72,218.02,31.99,42.98,138.5369,71.9,62.97,59.05,92.88,181.34,53.375,59.1,297.05,294.67,31.075,70.87,532.7,522.6154,51.75,375.56
2015-04-20,164.51,46.63,63.54,69.33,93.27,23.075,73.92,2.49,152.4,13.24,107.25,220.0,32.225,43.19,139.9422,73.46,63.4,59.19,93.01,185.71,54.205,59.31,295.37,299.62,31.54,71.35,544.5,533.9144,52.63,389.51
2015-04-21,164.0,47.12,63.61,69.71,93.0,23.39,74.62,2.35,152.4,13.33,108.36,220.24,31.93,42.89,140.4599,75.3,64.93,58.75,93.78,186.78,56.15,59.81,294.53,304.86,31.3,70.82,542.9,532.5082,52.1,391.18
2015-04-22,164.67,48.35,64.52,69.31,93.38,23.49,75.5,2.28,151.51,13.56,107.95,221.04,32.035,42.71,140.0346,76.02,64.31,58.94,93.54,188.19,55.94,60.36,295.22,308.33,31.375,70.88,549.2,537.8885,52.12,389.8
2015-04-23,159.66,48.46,64.25,69.57,93.84,23.745,76.52,2.33,146.69,13.31,108.9,222.18,32.085,42.62,139.2303,76.27,66.34,58.95,94.01,184.58,56.01,59.74,298.36,309.91,31.44,70.81,557.5,545.5026,52.35,389.99
2015-04-24,158.99,48.32,66.07,68.83,93.4,23.94,76.54,2.3,148.61,13.46,108.82,222.35,32.095,42.49,138.7311,75.74,68.3,59.0,94.26,180.08,59.18,60.96,295.41,307.44,31.665,70.95,573.7,563.5131,52.07,445.1
2015-04-27,157.98,47.49,65.02,66.0,93.76,23.72,76.55,2.34,144.99,13.25,106.92,222.69,32.01,41.98,139.6556,77.04,67.4,58.52,93.61,174.75,58.59,60.59,285.19,304.69,31.155,70.31,566.1,555.37,51.4,438.56
2015-04-28,158.33,47.59,66.49,66.93,94.42,23.47,76.02,2.31,144.5,13.39,110.38,228.02,32.21,42.18,141.4121,76.07,66.47,59.45,93.96,171.08,59.45,60.81,288.1,302.38,31.11,70.69,564.4,553.68,51.71,429.31
2015-04-29,156.97,47.17,65.63,65.49,93.65,23.19,76.65,2.28,144.66,13.45,108.01,225.4,31.93,41.96,140.4044,75.13,65.34,60.25,92.05,173.61,60.18,60.55,288.23,300.63,30.88,70.25,561.4,549.08,50.2,429.37
2015-04-30,156.39,46.42,64.66,63.22,92.65,22.815,76.06,2.26,143.0,13.25,106.87,226.13,31.52,41.37,132.6016,73.78,64.06,59.7,92.38,169.23,58.84,61.15,282.86,297.31,30.235,69.66,548.8,537.34,50.05,421.78
2015-05-01,157.68,46.69,64.32,63.79,93.36,23.05,76.43,2.31,145.34,13.27,108.47,226.45,31.555,41.83,135.5323,74.66,65.3,60.44,93.38,172.5,59.18,61.45,289.74,298.59,30.505,69.95,551.2,537.9,50.66,422.87
2015-05-04,159.02,47.0,64.68,65.14,94.44,23.19,75.85,2.31,145.45,13.64,109.19,226.79,31.76,41.94,136.4383,75.1,64.53,60.12,93.29,171.3,60.35,62.25,289.81,300.56,30.935,69.82,552.8,540.78,50.68,423.04
