Date,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES,AET,AMG,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,AGN,ADS,LNT,ALL,GOOGL,GOOG,MO,AMZN
2010-01-01,82.67,25.8328,,8.73,41.5,11.11,36.78,9.68,40.48,13.31,31.7,67.35,23.125,22.2177,74.9403,25.34,8.64,36.37,64.29,24.41,17.82,,39.61,64.59,15.13,30.04,310.2904,,19.63,134.52
2010-01-04,83.02,26.0577,,8.74,42.07,11.3,37.09,9.7,40.38,13.67,33.0,68.88,23.785,22.3822,76.8818,25.92,8.7175,38.09,63.55,24.125,18.5,,40.29,65.89,15.175,30.41,313.6786,,19.79,133.9
2010-01-05,82.5,25.8471,,8.53,42.33,11.32,37.7,9.71,40.14,13.53,32.53,69.43,24.475,22.1391,76.2439,26.69,9.195,38.02,62.88,23.78,18.01,,39.89,66.02,15.53,30.91,312.2973,,19.8,134.69
2010-01-06,83.67,25.9907,,8.4,42.78,11.26,37.62,9.57,40.49,13.39,32.4,70.79,24.69,22.0604,75.6152,26.47,9.1125,38.09,62.55,23.84,17.48,,40.02,66.35,15.65,30.92,304.4247,,20.09,132.25
2010-01-07,83.73,26.206,,8.4,42.74,10.99,36.89,9.47,40.48,13.4,33.43,70.47,24.955,22.0318,75.1807,26.48,9.065,37.82,63.13,23.93,17.43,,39.7,66.96,15.735,31.08,297.3378,,20.06,130.0
2010-01-08,84.32,26.34,,8.23,42.57,10.9,36.69,9.43,40.64,13.78,32.7,69.82,24.705,22.0247,75.6614,26.48,8.885,38.39,62.92,23.975,17.66,,39.41,67.68,16.04,31.21,301.3017,,20.11,133.52
2010-01-11,83.98,26.4739,,8.08,42.53,10.89,36.21,9.14,40.24,13.87,32.74,70.29,25.355,22.039,77.0482,26.39,8.83,38.22,63.25,23.83,17.54,,39.77,67.75,16.005,31.21,300.8462,,20.26,130.308
2010-01-12,84.05,26.3974,,7.89,42.26,10.77,35.66,8.65,39.54,13.71,30.61,69.77,25.225,21.7744,76.0682,26.16,9.0275,37.69,63.34,23.5,17.23,,39.72,66.64,16.01,31.18,295.5261,,20.15,127.35
2010-01-13,83.78,26.4548,,7.96,42.74,10.91,36.28,9.15,40.09,14.08,30.75,70.52,25.5,21.945999999999998,76.8263,26.04,9.335,38.07,63.51,23.57,17.58,,40.89,66.62,16.16,31.46,293.8294,,20.24,129.11
2010-01-14,83.5,26.4835,,8.25,43.12,10.86,35.9,9.0,39.56,14.09,31.41,69.22,25.835,22.2749,75.874,26.88,9.35,37.92,63.49,23.835,17.13,,41.1,66.69,16.34,31.64,295.2108,,20.38,127.35
2010-01-15,83.37,26.5505,,8.05,42.81,10.89,35.87,8.84,39.31,14.04,31.36,67.76,25.555,21.7601,76.5212,26.61,9.015,37.89,62.71,23.705,16.93,,40.9,65.64,16.355,30.91,290.281,,20.42,127.14
2010-01-18,83.37,26.5505,,8.05,42.81,10.89,35.87,8.84,39.31,14.04,31.36,67.76,25.555,21.7601,76.5212,26.61,9.015,37.89,62.71,23.705,16.93,,40.9,65.64,16.355,30.91,290.281,,20.42,127.14
2010-01-19,85.12,26.8902,,8.35,43.75,10.84,36.95,9.01,39.5,14.13,32.66,68.3,26.05,22.0247,76.3455,27.22,9.2925,38.37,63.45,23.815,17.34,,41.83,67.25,16.58,31.39,294.0947,,20.38,127.61
2010-01-20,84.72,26.9093,,8.48,43.51,10.82,36.49,8.87,39.16,13.71,32.48,67.13,25.575,21.9031,75.3286,26.95,9.25,37.96,63.99,23.465,17.68,,41.54,67.13,16.47,31.22,290.4862,,20.33,125.78
2010-01-21,82.7,26.584,,8.51,43.09,10.59,35.82,8.99,39.23,13.37,31.88,65.95,25.235,21.8244,73.8309,26.72,9.3075,37.12,62.3,23.415,16.85,,40.41,63.83,16.395,30.83,291.7724,,19.89,126.62
2010-01-22,81.48,26.0816,,8.45,42.18,10.365,34.38,7.88,39.74,13.02,31.3,65.85,24.55,20.8591,72.176,25.82,9.0125,36.09,61.88,23.1,16.53,,39.51,61.32,15.98,29.98,275.2715,,19.71,121.43
2010-01-25,81.83,26.1725,,8.25,41.88,10.12,34.16,8.07,40.5,13.41,30.97,66.01,25.09,21.0593,74.2007,25.67,9.1275,36.5,62.05,23.095,16.7,,39.39,60.25,15.91,30.35,270.2616,,19.91,120.31
2010-01-26,81.63,26.0672,,8.15,41.83,10.01,33.94,8.09,40.55,13.07,30.5,63.23,24.86,20.9449,73.572,25.67,8.87,37.37,60.86,22.75,16.46,,39.0,60.42,15.87,30.28,271.4728,,19.96,119.48
2010-01-27,82.3,25.7897,,8.27,41.93,10.36,33.14,8.19,40.59,12.88,30.43,63.9,24.905,20.8591,72.9064,25.83,9.125,36.86,60.87,22.87,16.69,,38.86,60.56,15.545,30.28,271.3126,,19.99,122.75
2010-01-28,80.75,25.8136,,8.18,41.29,10.25,32.89,7.88,39.77,12.68,30.36,61.78,24.595,20.5158,71.2238,25.31,8.1475,36.44,60.26,22.9,18.03,,38.37,59.95,15.625,29.95,267.4038,,20.01,126.03
2010-01-29,80.49,25.3304,,7.92,40.99,10.16,32.3,7.46,39.45,12.63,29.97,60.57,24.215,20.0439,70.2253,24.7,7.835,35.72,59.73,23.185,18.75,,38.37,59.46,15.6,29.93,265.2287,,19.86,125.41
2010-02-01,80.44,25.5218,,7.93,41.19,10.08,32.48,7.98,40.49,12.89,29.77,64.12,24.59,20.8305,71.0112,26.18,7.9925,36.25,60.72,23.675,18.58,,38.4,61.02,15.655,29.95,266.7682,,19.88,118.87
2010-02-02,80.43,26.0481,,8.03,41.62,10.25,32.98,7.91,41.19,13.12,30.28,65.47,24.85,21.0951,70.8355,26.37,8.3125,36.9,61.5,24.325,18.12,,39.51,61.46,15.8,30.52,265.8173,,19.93,118.12
2010-02-03,81.5,26.1486,,8.01,41.6,10.46,32.98,7.81,41.19,12.9,30.33,65.85,25.47,21.1237,70.438,26.5,8.315,36.63,61.36,24.56,18.11,,39.36,54.7,15.72,29.83,270.672,,19.78,119.1
2010-02-04,79.21,25.7514,,8.27,40.61,10.16,32.24,7.19,40.93,11.84,29.23,63.34,24.15,20.7876,68.1267,25.51,8.0,35.39,58.67,24.01,17.49,,38.19,53.05,15.3,28.69,263.6442,,19.42,115.94
2010-02-05,78.54,25.8232,,8.43,40.54,10.21,32.77,7.35,40.72,11.73,29.61,63.71,23.825,20.8591,63.458,25.32,8.04,35.16,59.28,23.39,17.68,,38.19,55.3,15.35,28.91,265.9024,,19.38,117.39
2010-02-08,77.53,25.5266,,8.86,40.17,10.16,32.05,7.42,40.81,11.75,29.2,62.5,22.975,20.8805,63.1899,25.04,8.0975,34.86,57.37,22.985,17.28,,37.69,55.83,15.31,28.36,266.9934,,19.37,116.83
2010-02-09,78.72,25.5266,,9.34,40.24,10.05,32.31,7.54,41.57,12.13,28.97,62.45,23.53,21.0307,62.8201,25.27,8.3425,35.32,57.25,23.455,17.2,,38.1,54.99,15.395,28.73,268.4799,,19.46,118.03
2010-02-10,78.62,25.4835,,9.52,40.02,10.099,32.76,7.64,42.33,11.94,28.65,67.52,23.555,20.9163,63.0697,24.96,7.94,35.38,57.34,23.74,17.26,,37.74,54.18,15.315,28.6,267.4814,,19.38,117.36
2010-02-11,80.27,25.6175,,9.59,40.27,11.07,32.64,7.84,42.55,11.95,28.85,67.86,23.68,20.9949,63.2361,25.37,8.0825,35.87,56.89,23.185,17.45,,38.0,54.61,15.455,29.41,268.4599,,19.61,120.09
2010-02-12,79.18,25.8041,,9.66,40.49,11.11,31.45,7.87,42.81,11.77,28.63,68.71,23.57,21.4383,63.3563,25.33,8.1875,36.6,58.38,23.335,17.53,,38.08,53.86,15.485,29.53,266.8183,,19.63,119.66
2010-02-15,79.18,25.8041,,9.66,40.49,11.11,31.45,7.87,42.81,11.77,28.63,68.71,23.57,21.4383,63.3563,25.33,8.1875,36.6,58.38,23.335,17.53,,38.08,53.86,15.485,29.53,266.8183,,19.63,119.66
2010-02-16,80.47,26.1199,,9.81,40.84,11.01,31.81,8.06,42.63,11.85,28.75,69.4,24.125,21.6314,65.0943,25.65,8.5025,37.71,61.2,23.96,17.95,,38.6,54.18,15.83,30.52,270.9122,,19.73,117.53
2010-02-17,80.14,26.1964,,9.86,40.79,11.15,32.33,8.03,42.88,12.03,29.61,69.77,24.37,21.9031,64.8817,25.69,8.5625,37.77,61.07,24.36,17.92,,38.59,53.99,15.8,30.69,269.3642,,19.78,116.31
2010-02-18,81.11,26.3017,,9.99,41.31,10.85,33.24,7.95,40.15,12.03,29.74,68.42,24.425,22.1534,64.6691,25.73,8.89,37.87,61.69,24.755,17.99,,38.9,55.33,15.955,31.25,271.8732,,20.0,118.08
2010-02-19,81.52,26.0194,,9.95,40.87,10.79,33.88,7.93,40.0,12.18,28.93,68.89,24.52,22.3107,64.3825,25.89,9.1225,38.13,61.59,24.875,17.94,,39.11,56.88,16.21,31.22,270.6435,,20.16,117.52
2010-02-22,80.68,26.029,,10.02,40.7,10.63,33.7,7.9,40.24,12.0,29.35,70.87,24.56,22.2749,64.6413,25.88,8.8825,38.14,61.35,24.985,17.92,,39.36,57.15,16.215,31.41,271.663,,20.27,118.01
2010-02-23,79.71,25.8232,,10.03,40.26,10.55,33.44,7.79,40.22,11.77,28.98,70.34,24.065,22.0604,64.78,25.63,8.73,36.97,61.76,24.36,17.92,,38.98,55.98,16.04,31.18,267.7942,,19.97,117.24
2010-02-24,80.07,25.9955,,9.99,40.28,10.71,34.55,8.05,40.46,11.8,29.56,70.71,24.535,22.3322,64.5951,25.76,8.7375,36.88,61.68,24.585,18.0,,39.61,56.39,16.01,31.28,265.9925,,20.26,119.72
2010-02-25,79.74,25.895,,10.11,39.75,10.72,34.56,7.89,40.73,11.7,29.97,70.62,24.595,22.232,63.7723,25.66,8.655,36.91,62.0,24.47,18.12,,39.7,56.08,15.865,31.3,263.47,,20.41,118.2
2010-02-26,80.15,25.9715,,10.11,39.97,10.63,34.65,7.91,40.8,11.69,29.99,71.13,24.725,22.4966,63.4025,26.3,8.75,37.49,61.62,24.76,18.1,,39.79,55.44,15.815,31.25,263.6552,,20.12,118.4
2010-03-01,80.58,25.9763,,10.16,40.09,10.94,34.89,8.21,41.3,11.17,30.32,72.21,25.01,22.9471,63.9387,27.19,9.2925,39.44,61.9,25.535,18.78,,40.12,56.2,16.105,31.57,266.6031,,20.27,124.54
2010-03-02,81.13,26.1151,,10.5,40.6,10.81,34.74,8.38,41.34,11.24,31.03,73.93,24.97,23.1402,65.3347,27.45,9.065,40.33,62.4,25.885,18.96,,40.08,57.1,16.345,32.02,270.7921,,20.33,125.53
2010-03-03,81.0,25.8758,,10.48,40.64,10.97,34.82,8.35,41.49,11.52,31.28,74.48,25.085,23.1974,65.9356,28.12,9.155,40.35,62.43,25.965,18.75,,39.94,58.49,16.235,31.99,272.9242,,20.35,125.89
2010-03-04,81.02,25.8758,,10.62,40.91,11.03,34.94,8.5,41.78,11.32,30.65,76.8,25.285,23.0687,66.4626,28.27,9.0575,40.29,62.19,26.235,18.83,,39.86,59.15,16.255,31.94,277.5637,,20.42,128.53
2010-03-05,82.44,25.9907,,10.78,41.18,11.03,35.16,8.61,42.29,11.58,31.38,77.95,25.755,23.7123,67.95100000000001,29.2,9.2875,41.17,63.28,26.865,19.17,,40.56,60.36,16.425,32.14,282.3783,,20.71,128.91
2010-03-08,81.31,26.0385,,10.95,41.46,11.11,35.06,8.64,42.1,11.49,31.22,77.46,25.85,23.5979,68.5982,29.45,9.025,41.25,64.47,26.84,19.27,,40.0,60.2,16.54,31.99,281.5125,,20.74,130.11
2010-03-09,81.99,26.2203,,10.88,42.06,11.11,35.12,8.63,41.94,11.4,31.23,76.93,25.625,23.7909,68.6259,30.41,9.49,41.0,64.62,26.74,19.44,,40.18,60.88,16.54,31.87,280.3664,,20.77,128.82
2010-03-10,81.56,26.3304,,10.95,42.06,11.18,35.15,8.92,42.13,11.26,31.65,76.78,26.235,24.0698,68.7831,31.27,10.025,41.33,64.82,26.88,19.47,,40.58,61.71,16.59,31.6,288.5043,,20.82,130.51
2010-03-11,81.26,26.5744,,10.78,42.0,11.51,35.22,8.95,42.38,11.6,32.69,76.93,26.315,24.0126,69.0235,31.41,10.095,41.4,64.9,26.775,19.43,,40.98,62.7,16.765,31.78,290.8515,,20.37,133.58
2010-03-12,81.38,26.0864,,10.39,42.12,11.47,35.16,8.93,42.18,11.66,31.84,78.04,26.345,23.8982,68.931,31.94,10.14,41.94,65.01,26.42,19.18,,41.37,62.75,16.885,31.47,290.0508,,20.2,131.82
2010-03-15,81.26,26.2203,,10.35,42.5,11.54,35.49,8.92,42.08,11.57,31.62,76.82,26.385,23.8195,68.5242,31.28,10.1975,42.2,65.26,26.425,18.54,,40.28,64.1,16.805,30.93,281.8628,,20.37,131.13
2010-03-16,81.66,26.1629,,10.29,42.0,11.64,35.02,9.4,42.3,11.88,31.95,77.73,26.85,23.8982,69.2269,31.65,10.08,42.6,66.92,26.915,18.9,,40.65,65.68,16.745,31.02,282.8738,,20.36,131.79
2010-03-17,82.18,26.0768,,10.31,42.24,11.79,35.49,9.67,42.35,11.76,31.74,79.05,27.32,23.8696,68.9218,32.08,10.255,42.83,67.34,26.73,19.32,,40.63,66.19,16.895,31.27,283.05400000000003,,20.33,131.34
2010-03-18,83.67,25.7275,,10.35,42.28,11.96,35.75,9.39,42.5,11.56,33.24,79.36,27.41,23.9268,69.1159,31.94,10.1025,42.85,67.45,26.625,19.2,,40.78,65.15,16.24,31.38,283.4744,,20.46,132.76
2010-03-19,81.96,25.5792,,10.08,42.06,11.82,34.67,9.11,43.26,11.46,34.46,78.72,27.05,23.8982,68.8201,31.39,10.0425,42.24,66.59,27.13,19.16,,40.42,64.07,16.35,31.26,280.2713,,20.34,130.35
2010-03-22,81.84,25.7754,,10.22,42.43,11.96,34.95,9.31,43.64,11.27,34.64,79.61,26.93,24.1127,69.3471,31.26,10.3225,43.05,67.5,27.005,19.61,,40.67,64.28,16.415,31.08,279.0201,,20.44,130.47
2010-03-23,82.35,26.0002,,10.4,42.4,11.97,35.22,9.45,43.96,11.23,34.99,80.46,26.75,24.3916,69.837,31.52,10.4675,43.2,66.99,27.3,19.89,,41.4,64.58,16.73,31.44,274.76599999999996,,20.52,129.26
2010-03-24,81.61,25.7754,,10.44,41.79,11.93,36.51,9.23,43.39,11.02,34.41,80.12,26.825,24.2414,69.1621,31.56,10.2675,42.51,67.4,26.875,19.66,,41.44,64.3,16.61,31.33,278.935,,20.47,128.04
2010-03-25,80.93,25.6079,,10.3,41.52,11.81,35.87,9.03,43.02,10.76,34.79,79.81,26.605,24.7062,68.13600000000001,31.51,10.28,41.83,67.87,27.695,19.35,,41.38,64.58,16.595,31.56,281.7127,,20.52,134.73
2010-03-26,81.0,25.3112,,10.61,42.4,11.97,35.51,9.02,42.48,10.86,34.32,80.77,26.735,24.5346,68.7091,31.68,10.3325,41.47,68.23,27.465,19.46,,41.31,64.12,16.58,32.2,281.6176,,20.42,135.06
2010-03-29,81.36,25.4165,,10.83,42.3,11.9,35.74,9.11,42.19,11.24,34.92,80.7,26.825,24.599,68.6907,31.68,10.285,42.15,68.6,27.6,19.52,,41.83,64.39,16.725,32.26,281.4975,,20.65,135.12
2010-03-30,84.28,25.1246,,11.0,42.21,12.03,35.68,9.27,42.23,11.07,35.38,79.77,26.895,24.7563,68.4965,31.61,10.28,42.53,68.17,27.45,19.51,,42.15,64.0,16.69,32.06,283.6296,,20.65,136.579
2010-03-31,83.57,25.206,,10.32,41.95,12.05,35.37,9.27,41.92,11.0,35.11,79.0,27.145,24.5918,68.3671,31.42,10.3075,42.63,67.6,27.185,19.34,,41.77,63.99,16.63,32.31,283.8348,,20.52,135.77
2010-04-01,83.85,25.34,,10.0,41.84,11.92,35.74,9.37,42.36,11.3,34.93,81.26,27.37,24.7062,68.2931,31.41,10.2225,42.87,68.03,27.28,19.58,,42.4,64.29,16.895,32.49,284.6756,,20.83,131.81
2010-04-02,83.85,25.34,,10.0,41.84,11.92,35.74,9.37,42.36,11.3,34.93,81.26,27.37,24.7062,68.2931,31.41,10.2225,42.87,68.03,27.28,19.58,,42.4,64.29,16.895,32.49,284.6756,,20.83,131.81
2010-04-05,84.19,25.3256,,10.15,41.96,12.03,35.99,9.53,42.67,11.6,35.17,82.47,27.76,24.8993,68.5705,32.45,10.275,43.16,69.77,27.25,20.44,,42.28,64.99,16.965,32.63,285.7816,,20.92,131.49
2010-04-06,84.35,25.2825,,9.93,41.52,12.07,35.7,9.35,42.56,11.81,35.11,83.68,27.98,24.7134,68.9957,32.83,10.245,43.62,71.84,27.26,18.44,,41.95,65.97,17.08,32.62,284.3853,,20.98,135.56
2010-04-07,83.66,25.1199,,9.64,41.56,12.11,35.06,9.66,42.1,11.4,34.3,82.53,27.64,24.5203,68.4688,32.66,10.01,43.61,71.02,27.29,18.17,,41.98,65.75,16.935,32.77,282.043,,20.79,134.87
2010-04-08,82.95,25.0146,,9.47,41.9,12.12,34.94,9.42,42.25,11.28,33.67,81.1,27.7,24.3058,68.5058,32.6,10.445,43.68,71.2,27.0,17.49,,42.14,64.81,16.815,33.1,284.0199,,20.68,140.96
2010-04-09,83.49,25.2299,,9.31,42.83,12.48,35.47,9.3,42.13,11.28,33.03,81.29,27.88,24.4774,69.6706,33.21,10.54,44.31,72.56,27.48,17.57,,42.31,64.96,16.805,32.97,283.3843,,20.93,140.06
2010-04-12,83.28,25.2012,,9.44,43.07,12.5,35.02,9.42,42.41,11.28,32.92,80.44,27.78,24.4631,69.6521,33.51,10.855,43.51,71.5,27.55,17.7,,42.34,64.88,16.885,33.04,286.6425,,21.1,141.2
2010-04-13,83.94,25.0146,,9.45,43.1,12.27,34.75,9.56,42.26,11.26,32.35,81.22,27.735,24.2414,69.2916,33.46,10.8975,43.14,72.76,27.145,18.09,,42.44,64.78,16.88,33.06,293.6693,,21.1,140.16
2010-04-14,84.39,25.0289,,9.64,43.04,11.9,35.02,9.89,45.28,11.63,31.89,82.9,28.28,24.6061,70.2716,34.16,11.0425,44.52,71.85,27.74,18.34,,42.3,67.26,17.15,34.33,294.7854,,21.16,144.28
2010-04-15,85.0,25.0529,,9.5,43.24,11.67,34.39,10.16,45.38,11.77,31.42,84.0,27.735,25.4785,70.9557,34.12,11.265,44.51,70.24,27.47,18.67,,42.38,67.33,17.28,34.3,297.9384,,21.1,145.82
2010-04-16,83.76,25.005,,9.22,43.15,11.79,34.0,9.81,45.04,11.56,31.4,82.79,27.21,25.2211,70.29,33.22,10.7725,43.9,69.4,27.435,18.7,,42.55,66.87,17.245,33.85,275.339,,20.87,142.171
2010-04-19,83.9,25.316,,9.32,42.83,11.69,33.82,9.58,44.45,11.56,31.94,82.29,27.295,25.1424,70.1236,32.47,10.47,43.73,69.53,27.345,18.63,,42.63,67.21,17.24,34.19,275.3165,,20.93,142.43
2010-04-20,85.27,25.3878,,9.6,43.67,11.87,34.93,9.77,44.46,11.94,31.97,83.17,27.66,25.9505,70.6876,33.15,10.51,44.2,70.59,28.34,18.82,,43.33,68.26,17.475,35.43,277.7889,,21.17,144.2
2010-04-21,85.7,24.7754,,9.71,43.98,11.75,34.92,9.78,44.97,12.27,31.08,83.8,27.375,25.8361,70.8817,33.58,10.2775,43.82,70.55,27.925,18.8,,43.18,68.21,17.67,34.89,277.4185,,21.46,146.43
2010-04-22,86.05,24.4596,,9.85,43.92,11.59,35.97,9.86,45.49,12.34,30.75,84.58,27.3,26.0578,71.4827,34.35,10.5025,43.92,70.96,28.135,17.62,,42.76,73.51,17.865,35.17,273.795,,21.28,150.09
2010-04-23,86.58,24.4978,,9.61,44.67,11.6,36.25,9.76,46.11,12.37,30.96,85.39,27.735,26.2008,73.2392,34.22,10.9475,44.66,74.19,28.135,16.88,,43.15,76.74,17.815,35.19,272.759,,21.36,143.63
2010-04-26,87.44,24.1007,,9.38,44.07,11.58,36.15,9.97,46.32,12.15,30.13,82.54,27.365,26.3295,73.0358,34.67,11.22,44.79,74.6,27.835,17.14,,43.1,76.31,17.68,34.8,266.0776,,21.25,147.11
2010-04-27,87.97,23.8136,,9.22,43.2,11.44,35.34,9.58,45.24,11.65,30.01,81.3,26.205,25.9004,71.5751,33.7,10.5225,44.25,72.16,27.26,17.0,,42.08,74.99,17.1,33.27,264.7863,,20.92,142.02
2010-04-28,88.24,24.0529,,9.23,43.52,10.93,35.47,9.55,45.53,11.68,30.5,83.42,24.815,26.2008,72.1668,33.18,10.56,45.24,72.02,27.2,16.56,,42.73,74.76,16.91,33.77,264.8514,,21.02,139.35
2010-04-29,89.33,24.2825,,9.8,44.19,11.26,34.96,9.72,45.88,11.7,31.24,87.05,26.165,26.6227,72.1391,39.63,10.505,46.49,73.91,27.425,17.93,,42.87,75.63,17.07,33.27,266.2577,,21.18,141.73
2010-04-30,88.67,24.4787,,9.64,43.64,11.08,33.6,9.07,45.1,11.54,29.55,84.18,25.48,25.929000000000002,70.9834,38.83,10.3525,45.66,70.81,27.44,17.0,,42.82,75.06,17.1,32.67,263.1022,,21.19,137.1
2010-05-03,89.81,24.3399,,9.87,43.75,11.15,33.59,9.29,46.32,12.06,29.67,85.33,25.715,26.2937,71.1961,39.76,11.3,46.0,73.02,27.475,17.4,,43.43,77.36,17.265,33.04,265.5571,,21.4,137.49
2010-05-04,87.68,24.0146,,9.28,43.0,10.95,33.14,8.68,45.67,11.61,28.9,83.76,24.41,25.2855,69.1252,38.39,10.63,44.43,71.03,27.21,17.53,,43.0,76.5,16.83,32.08,253.4303,,21.26,129.83
2010-05-05,86.59,23.9954,,9.02,42.17,10.75,32.96,8.58,45.12,11.09,29.22,81.07,24.07,24.8564,68.5427,38.1,10.5925,43.13,70.17,27.055,17.49,,43.59,75.61,16.75,32.69,255.127,,21.22,130.93
2010-05-06,84.24,23.4452,,8.93,41.09,10.49,32.49,8.27,44.2,10.71,28.76,77.8,23.14,23.7981,66.8232,37.39,9.9075,40.79,66.97,26.065,17.26,,42.37,72.09,16.095,32.06,249.5766,,20.75,128.71
2010-05-07,82.63,23.3112,,8.61,40.32,10.56,32.42,8.38,43.76,9.89,28.29,74.09,22.135,22.7898,65.6213,35.71,10.2575,39.23,65.01,25.125,16.52,,41.99,71.5,15.885,31.8,246.8089,,20.76,124.98
2010-05-10,85.97,23.7753,,8.85,41.05,10.89,34.28,8.99,45.11,10.65,29.46,79.89,24.875,24.4488,67.1098,38.38,10.8625,42.65,69.76,26.16,17.26,,41.57,75.98,16.635,33.32,261.0777,,21.58,131.29
2010-05-11,85.04,23.6366,,9.37,41.15,10.9,33.8,9.07,45.41,10.79,29.61,79.01,24.47,24.363000000000003,66.2592,38.52,11.0775,42.26,69.94,26.46,17.17,,43.16,76.46,16.85,32.75,254.7716,,21.59,130.46
2010-05-12,86.44,23.517,,9.81,41.46,11.12,34.8,9.49,45.96,11.11,30.51,80.99,25.02,24.8922,67.0913,39.42,11.5125,43.47,70.97,26.64,17.46,,43.38,77.98,17.075,33.11,252.9398,,21.67,133.87
2010-05-13,85.59,23.2586,,9.85,40.82,10.96,34.41,9.42,45.25,10.9,30.27,79.84,24.21,24.8707,66.0743,39.75,11.405,43.12,69.81,26.57,17.31,,43.73,76.84,17.12,32.56,255.6875,,21.63,131.47
2010-05-14,84.68,23.206,,9.61,38.99,10.69,33.72,8.8,44.9,10.66,29.78,77.12,22.95,24.2128,64.3177,38.9,11.205,41.99,66.97,26.06,17.02,,42.75,69.93,17.06,31.87,254.0109,,21.61,128.533
2010-05-17,84.68,23.1725,,9.58,39.82,10.75,33.81,8.85,45.75,10.36,29.89,76.94,22.985,24.4488,65.2515,41.03,11.3625,41.71,66.88,25.715,17.31,,42.58,70.81,17.26,31.99,254.2311,,21.7,128.91
2010-05-18,84.02,22.9907,,9.22,39.26,10.63,33.28,8.42,45.75,10.0,29.84,74.27,22.505,22.9328,64.7615,40.48,11.3775,41.97,65.25,25.225,17.3,,42.43,69.62,17.145,31.38,249.4264,,21.37,126.28
2010-05-19,82.54,22.938000000000002,,9.12,39.24,10.51,32.88,8.47,46.09,9.82,29.98,75.01,22.17,23.3047,64.1513,39.95,11.355,41.57,65.11,25.22,16.91,,43.73,70.35,16.77,31.38,247.4545,,21.31,124.59
2010-05-20,79.58,22.2394,,9.01,37.96,10.36,31.74,8.09,48.99,9.22,29.05,71.29,20.81,22.1963,61.0265,37.63,10.585,39.92,62.03,24.7,16.01,,43.35,68.74,16.06,30.07,237.7351,,20.67,119.71
2010-05-21,80.7,22.4595,,9.04,38.14,10.2425,32.18,8.4,49.47,9.62,28.74,72.89,21.695,22.4108,61.8863,38.93,11.0875,40.82,63.6,24.92,15.86,,42.87,69.81,15.895,30.54,236.2537,,21.01,122.72
2010-05-24,79.59,22.7562,,9.31,38.34,10.25,31.63,8.09,49.55,9.35,28.59,70.04,21.11,22.4537,60.9895,39.03,11.09,40.53,63.21,24.74,15.84,,42.61,70.07,15.79,29.84,238.8112,,20.85,122.12
2010-05-25,79.47,22.5983,,9.5,37.93,10.28,31.55,8.15,51.03,9.63,28.29,69.4,21.245,22.3393,62.2653,38.91,11.4875,40.43,63.14,24.305,15.25,,42.57,69.24,15.57,30.04,238.7661,,20.4,124.86
2010-05-26,79.17,22.5696,,9.49,37.41,10.52,30.94,8.22,50.2,9.92,28.57,69.62,21.38,22.5181,63.4025,38.85,11.68,41.45,62.92,24.69,14.75,,43.53,69.41,15.61,29.53,237.9654,,20.16,123.21
2010-05-27,81.43,22.9045,,9.85,38.25,10.74,32.2,8.8,51.33,10.23,29.21,73.68,22.915,23.4191,65.3439,40.22,12.175,43.27,66.6,25.335,15.19,,44.2,71.87,16.03,30.77,245.4676,,20.54,126.7
2010-05-28,79.31,22.7562,,9.75,37.52,10.75,32.08,8.57,51.76,10.27,29.16,71.65,22.15,23.1402,63.8463,39.72,11.675,43.06,65.58,25.015,14.92,,44.16,70.66,16.07,30.63,243.0503,,20.29,125.46
2010-05-31,79.31,22.7562,,9.75,37.52,10.75,32.08,8.57,51.76,10.27,29.16,71.65,22.15,23.1402,63.8463,39.72,11.675,43.06,65.58,25.015,14.92,,44.16,70.66,16.07,30.63,243.0503,,20.29,125.46
2010-06-01,78.07,22.4595,,9.43,36.71,10.57,32.13,8.14,50.37,9.47,28.79,68.74,21.565,22.5109,62.3301,39.5,11.545,41.54,64.25,24.42,14.38,,43.13,68.33,15.775,29.66,241.4187,,20.12,123.24
2010-06-02,78.74,22.7179,,9.8,36.83,10.81,32.94,8.54,51.35,9.85,29.61,71.05,22.32,23.0401,63.9017,41.27,12.4825,42.85,65.82,26.17,14.77,,44.43,70.42,16.1,30.22,246.924,,20.38,126.31
2010-06-03,78.34,22.8375,,10.03,37.85,11.0,32.9,8.69,51.49,9.99,30.42,71.03,22.23,23.1688,63.763000000000005,43.08,12.5725,43.0,65.74,26.675,14.43,,44.94,72.13,16.355,30.17,253.0449,,20.59,128.76
2010-06-04,76.1,22.2634,,9.55,36.93,10.7,31.5925,8.105,50.16,9.6,30.21,68.19,20.665,21.6922,61.5257,41.905,12.0625,41.05,62.36,25.885,13.79,,43.7,68.61,15.7,28.94,249.6016,,20.015,122.77
2010-06-07,74.74,22.1198,,9.5625,36.55,10.6,31.06,7.71,48.6,9.61,29.47,66.07,20.24,21.5241,60.6475,41.22,11.7975,39.87,62.55,25.415,14.19,,42.88,66.06,15.78,28.67,242.9952,,19.82,122.01
2010-06-08,74.92,22.1581,,9.55,36.44,10.5325,31.0,7.77,49.46,9.7,29.42,66.59,20.88,21.3382,61.7661,40.52,11.8875,39.33,65.2,25.21,13.51,,42.27,66.59,15.85,29.25,242.6249,,20.2,118.835
